,iteration,loss
613,613,37552.992
614,614,8117.335
615,615,46633.05
616,616,17797.635
617,617,69749.86
618,618,63879.67
619,619,15123.431
620,620,23479.791
621,621,45084.7
622,622,23899.992
623,623,94267.04
624,624,97906.79
625,625,9809.72
626,626,28360.43
627,627,29706.414
628,628,5306.195
629,629,66553.38
630,630,21960.688
631,631,127518.12
632,632,169153.77
633,633,1083.0359
634,634,134498.73
635,635,119726.56
636,636,1433.1893
637,637,68817.016
638,638,10774.232
639,639,55508.367
640,640,50312.574
641,641,17351.904
642,642,31815.262
643,643,4205.6064
644,644,14878.367
645,645,5353.407
646,646,8476.115
647,647,9174.872
648,648,1989.6597
649,649,6240.4863
650,650,1610.3977
651,651,1904.1385
652,652,1392.74
653,653,717.3586
654,654,3914.44
655,655,1079.2397
656,656,1170.9121
657,657,975.75323
658,658,1246.6005
659,659,869.1222
660,660,586.4377
661,661,1252.1898
662,662,1711.9073
663,663,1103.0452
664,664,1068.4113
665,665,829.2916
666,666,1226.0604
667,667,1410.3292
668,668,1261.9122
669,669,1152.7799
670,670,658.4721
671,671,669.64685
672,672,1710.0498
673,673,1891.2222
674,674,1032.3083
675,675,711.0235
676,676,469.72656
677,677,1699.9172
678,678,2738.5107
679,679,1881.7764
680,680,1005.85547
681,681,10432.714
682,682,30849.344
683,683,3329.9575
684,684,41717.277
685,685,2828.373
686,686,22095.248
687,687,20294.967
688,688,1252.3813
689,689,6395.0596
690,690,37762.043
691,691,2290.2654
692,692,5435.6055
693,693,65985.39
694,694,3648.4397
695,695,93894.555
696,696,18218.498
697,697,328297.75
698,698,458282.8
699,699,58031.9
700,700,262526.06
701,701,392911.5
702,702,296327.3
703,703,49103.074
704,704,150389.6
705,705,456339.53
706,706,414126.9
707,707,142734.56
708,708,18270.105
709,709,88176.75
710,710,48576.17
711,711,16110.421
712,712,27267.125
713,713,5172.5986
714,714,3586.4521
715,715,18904.787
716,716,1995.3516
717,717,41650.824
718,718,27613.615
719,719,16477.371
720,720,18760.115
721,721,6748.4453
722,722,68839.74
723,723,82536.41
724,724,6816.0273
725,725,115153.28
726,726,198028.19
727,727,83664.22
728,728,8074.6025
729,729,29640.355
730,730,1697.7786
731,731,46079.973
732,732,45585.574
733,733,2911.995
734,734,18534.312
735,735,1281.9248
736,736,12498.061
737,737,1097.9025
738,738,3677.9084
739,739,11454.002
740,740,1349.9666
741,741,18142.111
742,742,3087.4326
743,743,38281.934
744,744,33517.727
745,745,4155.4556
746,746,8015.6313
747,747,15426.576
748,748,5947.2856
749,749,35923.895
750,750,38297.605
751,751,1074.4005
752,752,20235.957
753,753,1639.4448
754,754,31599.246
755,755,20861.068
756,756,8495.442
757,757,8895.003
758,758,11828.847
759,759,7975.0947
760,760,16247.349
761,761,17057.23
762,762,15424.912
763,763,12279.32
764,764,17207.73
765,765,12494.522
766,766,11528.049
767,767,9424.014
768,768,10987.226
769,769,8309.25
770,770,10650.48
771,771,8640.633
772,772,8986.685
773,773,7342.4814
774,774,12166.966
775,775,8951.201
776,776,11210.563
777,777,8016.604
778,778,10364.308
779,779,8734.806
780,780,10604.484
781,781,8699.785
782,782,9807.617
783,783,7653.506
784,784,8664.256
785,785,6162.4814
786,786,9338.934
787,787,5580.2637
788,788,9138.188
789,789,5085.3496
790,790,9111.135
791,791,5700.875
792,792,9175.041
793,793,5622.6665
794,794,8495.117
795,795,6097.3364
796,796,6875.139
797,797,5615.8193
798,798,7447.9707
799,799,5095.2124
800,800,7506.2617
801,801,12182.253
802,802,7659.0127
803,803,10395.26
804,804,3302.9136
805,805,6854.5347
806,806,3161.0364
807,807,4299.2876
808,808,2326.5085
809,809,2762.5225
810,810,2584.2349
811,811,1662.2222
812,812,2692.6003
813,813,977.5295
814,814,3442.4128
815,815,771.64294
816,816,4188.6357
817,817,590.1969
818,818,4677.5425
819,819,813.5472
820,820,5028.376
821,821,978.2407
822,822,5086.2935
823,823,1602.4188
824,824,4790.368
825,825,1908.4167
826,826,4138.4497
827,827,2390.4104
828,828,3368.1436
829,829,2513.3176
830,830,3088.9036
831,831,2655.7942
832,832,2675.4824
833,833,1763.3599
834,834,2027.75
835,835,1808.9832
836,836,2001.6765
837,837,1342.0378
838,838,2153.8691
839,839,1181.5197
840,840,1980.9878
841,841,6643.36
842,842,5398.97
843,843,7001.5776
844,844,2484.0022
845,845,5825.369
846,846,846.21436
847,847,3166.19
848,848,303.6674
849,849,4954.1777
850,850,544.794
851,851,3544.1582
852,852,721.3443
853,853,1858.9275
854,854,1341.1978
855,855,531.84827
856,856,2551.5034
857,857,790.1406
858,858,735.6495
859,859,2402.0361
860,860,2021.6072
861,861,693.17896
862,862,324.2286
863,863,933.16486
864,864,2510.7383
865,865,3569.2532
866,866,3005.7192
867,867,2199.663
868,868,989.9928
869,869,475.1407
870,870,322.11255
871,871,570.9574
872,872,1935.9255
873,873,4366.389
874,874,5732.211
875,875,2628.9478
876,876,1076.1125
877,877,666.96075
878,878,695.45825
879,879,2696.8877
880,880,9050.586
881,881,6593.699
882,882,53341.12
883,883,72790.23
884,884,12999.224
885,885,81600.125
886,886,177699.45
887,887,83650.39
888,888,3617.7754
889,889,25959.936
890,890,3246.9575
891,891,64148.72
892,892,99429.87
893,893,19632.041
894,894,50357.914
895,895,90319.734
896,896,50561.26
897,897,3556.0212
898,898,14523.588
899,899,1330.3696
900,900,7692.0874
901,901,2446.4768
902,902,394.66193
903,903,527.2192
904,904,3145.133
905,905,5908.203
906,906,447.159
907,907,5714.061
908,908,3740.5435
909,909,716.9618
910,910,444.0512
911,911,962.0345
912,912,4891.0034
913,913,2170.5415
914,914,2516.8813
915,915,4239.032
916,916,1981.137
917,917,1521.1713
918,918,2554.7302
919,919,6471.7954
920,920,265.72693
921,921,6982.7666
922,922,7154.7188
923,923,2443.1838
924,924,16794.078
925,925,4227.997
926,926,31308.787
927,927,40645.08
928,928,4022.1782
929,929,62619.523
930,930,127612.734
931,931,69410.35
932,932,998.1881
933,933,69147.414
934,934,114132.03
935,935,89352.555
936,936,18309.805
937,937,33831.797
938,938,107751.6
939,939,90698.375
940,940,17390.607
941,941,25178.285
942,942,61822.117
943,943,48991.535
944,944,6380.867
945,945,49967.418
946,946,117818.74
947,947,91695.67
948,948,19825.967
949,949,18769.945
950,950,52395.37
951,951,44500.37
952,952,6057.3604
953,953,30159.31
954,954,72640.11
955,955,56009.133
956,956,6185.797
957,957,26184.521
958,958,64183.61
959,959,54732.035
960,960,12743.85
961,961,16790.41
962,962,49765.31
963,963,38793.547
964,964,4452.8633
965,965,25545.615
966,966,57019.562
967,967,44568.594
968,968,7774.274
969,969,19973.676
970,970,55190.582
971,971,46766.08
972,972,7602.2495
973,973,17030.639
974,974,44973.812
975,975,35884.867
976,976,5482.238
977,977,19866.496
978,978,54239.758
979,979,41960.223
980,980,5453.299
981,981,19589.857
982,982,47893.26
983,983,38874.75
984,984,7776.834
985,985,15583.156
986,986,46021.59
987,987,34749.77
988,988,4095.3857
989,989,19233.05
990,990,45930.44
991,991,35627.79
992,992,6807.5454
993,993,14641.488
994,994,42490.883
995,995,30684.984
996,996,2802.7935
997,997,18222.195
998,998,43284.87
999,999,33884.375
1000,1000,5856.325
1001,1001,16404.318
1002,1002,46162.188
1003,1003,36133.43
1004,1004,5380.27
1005,1005,12684.724
1006,1006,34585.8
1007,1007,26590.785
1008,1008,3849.7683
1009,1009,13674.421
1010,1010,37985.562
1011,1011,30104.084
1012,1012,3693.0537
1013,1013,14419.145
1014,1014,35607.598
1015,1015,28136.549
1016,1016,6244.3022
1017,1017,10412.304
1018,1018,31013.361
1019,1019,22090.992
1020,1020,2624.0107
1021,1021,13849.207
1022,1022,28726.553
1023,1023,18984.434
1024,1024,1068.1636
1025,1025,16255.27
1026,1026,33323.543
1027,1027,19930.291
1028,1028,781.7126
1029,1029,14598.15
1030,1030,24037.809
1031,1031,11599.544
1032,1032,634.588
1033,1033,9652.313
1034,1034,8435.162
1035,1035,378.36887
1036,1036,7447.695
1037,1037,7132.326
1038,1038,241.80452
1039,1039,6324.0537
1040,1040,6764.8574
1041,1041,10183.856
1042,1042,2656.7327
1043,1043,12052.311
1044,1044,9669.851
1045,1045,1377.5835
1046,1046,7588.8867
1047,1047,11088.188
1048,1048,2311.5435
1049,1049,4178.0156
1050,1050,8417.128
1051,1051,2532.6838
1052,1052,3322.2163
1053,1053,7018.4614
1054,1054,1051.6342
1055,1055,3272.2373
1056,1056,4467.06
1057,1057,418.84988
1058,1058,4060.3936
1059,1059,2678.6855
1060,1060,819.9354
1061,1061,3085.4045
1062,1062,303.9731
1063,1063,2543.5022
1064,1064,1593.0033
1065,1065,1203.3833
1066,1066,2192.4844
1067,1067,288.68182
1068,1068,1810.0348
1069,1069,138.64906
1070,1070,1877.2687
1071,1071,235.45345
1072,1072,1640.8916
1073,1073,571.68976
1074,1074,1306.7769
1075,1075,952.2372
1076,1076,731.084
1077,1077,1100.343
1078,1078,457.24515
1079,1079,925.68097
1080,1080,178.53958
1081,1081,6167.078
1082,1082,826.4774
1083,1083,4931.4717
1084,1084,3471.1118
1085,1085,770.15674
1086,1086,3874.1877
1087,1087,458.9159
1088,1088,2248.2737
1089,1089,2108.5854
1090,1090,317.4536
1091,1091,1875.8267
1092,1092,523.75165
1093,1093,697.9076
1094,1094,1275.7543
1095,1095,240.43146
1096,1096,735.80994
1097,1097,980.41943
1098,1098,98.12719
1099,1099,873.7405
1100,1100,889.46484
1101,1101,105.15835
1102,1102,864.86487
1103,1103,895.95447
1104,1104,107.865524
1105,1105,880.5074
1106,1106,931.96265
1107,1107,104.209595
1108,1108,729.92444
1109,1109,977.61426
1110,1110,166.47385
1111,1111,659.5123
1112,1112,983.1427
1113,1113,252.011
1114,1114,491.5628
1115,1115,704.17487
1116,1116,121.828964
1117,1117,462.16312
1118,1118,734.4467
1119,1119,130.57077
1120,1120,448.36493
1121,1121,5406.631
1122,1122,1101.9912
1123,1123,1441.361
1124,1124,3704.1284
1125,1125,2561.496
1126,1126,236.46423
1127,1127,2116.2852
1128,1128,3001.4907
1129,1129,533.47906
1130,1130,1059.1382
1131,1131,2452.49
1132,1132,1214.8273
1133,1133,322.35547
1134,1134,1523.2671
1135,1135,969.9848
1136,1136,127.79224
1137,1137,788.15063
1138,1138,503.34912
1139,1139,135.01007
1140,1140,486.6004
1141,1141,303.5957
1142,1142,124.39414
1143,1143,269.35062
1144,1144,63.805653
1145,1145,256.48453
1146,1146,239.31877
1147,1147,104.63877
1148,1148,197.21638
1149,1149,71.77532
1150,1150,150.40604
1151,1151,112.82616
1152,1152,114.60407
1153,1153,181.52116
1154,1154,92.73167
1155,1155,113.354294
1156,1156,34.015636
1157,1157,50.385487
1158,1158,47.406273
1159,1159,49.275414
1160,1160,57.726967
1161,1161,4029.919
1162,1162,145.9048
1163,1163,3303.896
1164,1164,2694.9326
1165,1165,147.76358
1166,1166,2599.3752
1167,1167,943.2914
1168,1168,427.38565
1169,1169,1644.7297
1170,1170,493.29688
1171,1171,399.51755
1172,1172,1108.5043
1173,1173,236.33282
1174,1174,454.08676
1175,1175,846.3337
1176,1176,125.333885
1177,1177,433.26978
1178,1178,643.81744
1179,1179,46.10598
1180,1180,497.52435
1181,1181,537.3345
1182,1182,52.349277
1183,1183,457.8422
1184,1184,528.4369
1185,1185,23.984833
1186,1186,480.10095
1187,1187,493.10016
1188,1188,32.215847
1189,1189,475.50247
1190,1190,481.94922
1191,1191,25.563576
1192,1192,279.37152
1193,1193,201.95279
1194,1194,44.83851
1195,1195,180.98004
1196,1196,36.125244
1197,1197,143.97316
1198,1198,145.13092
1199,1199,31.353271
1200,1200,104.562485
1201,1201,2128.811
1202,1202,78.53958
1203,1203,1559.2809
1204,1204,1828.7426
1205,1205,162.65178
1206,1206,848.3085
1207,1207,1659.5327
1208,1208,300.88586
1209,1209,554.1681
1210,1210,1329.749
1211,1211,439.14725
1212,1212,198.60034
1213,1213,894.416
1214,1214,340.86246
1215,1215,109.31784
1216,1216,506.03433
1217,1217,271.55774
1218,1218,66.522064
1219,1219,325.00516
1220,1220,139.91457
1221,1221,87.321465
1222,1222,231.54594
1223,1223,64.5977
1224,1224,87.300285
1225,1225,189.69798
1226,1226,33.424564
1227,1227,133.80414
1228,1228,160.44328
1229,1229,23.891188
1230,1230,168.2286
1231,1231,155.69826
1232,1232,17.593592
1233,1233,121.04409
1234,1234,56.80922
1235,1235,50.180225
1236,1236,90.72691
1237,1237,14.718208
1238,1238,48.997658
1239,1239,21.847042
1240,1240,53.339336
1241,1241,1125.8229
1242,1242,74.14072
1243,1243,856.8095
1244,1244,545.9834
1245,1245,66.946
1246,1246,651.94476
1247,1247,215.46783
1248,1248,120.10296
1249,1249,431.10797
1250,1250,88.15342
1251,1251,189.81697
1252,1252,292.186
1253,1253,17.28091
1254,1254,243.1928
1255,1255,180.40979
1256,1256,24.941856
1257,1257,187.97849
1258,1258,43.321114
1259,1259,76.653465
1260,1260,127.14223
1261,1261,19.107128
1262,1262,123.216515
1263,1263,96.069984
1264,1264,17.273134
1265,1265,97.839775
1266,1266,26.919718
1267,1267,48.527885
1268,1268,68.001755
1269,1269,13.735248
1270,1270,47.330627
1271,1271,16.765257
1272,1272,44.767456
1273,1273,34.22295
1274,1274,28.354761
1275,1275,42.653168
1276,1276,12.074665
1277,1277,29.615065
1278,1278,11.682346
1279,1279,21.425987
1280,1280,11.197075
1281,1281,498.7575
1282,1282,44.985588
1283,1283,440.89423
1284,1284,133.75111
1285,1285,228.85826
1286,1286,279.67276
1287,1287,22.297005
1288,1288,215.87657
1289,1289,52.968643
1290,1290,127.581696
1291,1291,137.2033
1292,1292,39.952923
1293,1293,143.33073
1294,1294,13.813971
1295,1295,94.38899
1296,1296,12.695725
1297,1297,92.62634
1298,1298,25.000599
1299,1299,83.21971
1300,1300,34.72449
1301,1301,57.278152
1302,1302,44.534096
1303,1303,36.382442
1304,1304,44.13922
1305,1305,23.015703
1306,1306,44.035835
1307,1307,12.145546
1308,1308,32.147842
1309,1309,9.718195
1310,1310,24.029938
1311,1311,9.108014
1312,1312,16.803263
1313,1313,9.592474
1314,1314,10.632849
1315,1315,9.631469
1316,1316,8.295458
1317,1317,11.747324
1318,1318,8.747516
1319,1319,15.396967
1320,1320,8.321958
1321,1321,331.11832
1322,1322,130.38742
1323,1323,433.8352
1324,1324,10.195654
1325,1325,344.16794
1326,1326,162.31702
1327,1327,100.26495
1328,1328,256.72632
1329,1329,21.14908
1330,1330,229.75667
1331,1331,88.91766
1332,1332,91.05537
1333,1333,153.06792
1334,1334,12.40906
1335,1335,136.43062
1336,1336,12.445129
1337,1337,95.11693
1338,1338,55.658756
1339,1339,35.745377
1340,1340,73.840164
1341,1341,6.2093744
1342,1342,57.889286
1343,1343,20.809128
1344,1344,33.24761
1345,1345,37.17267
1346,1346,9.428933
1347,1347,33.703964
1348,1348,7.0527596
1349,1349,29.825842
1350,1350,14.906315
1351,1351,17.871555
1352,1352,25.507133
1353,1353,8.401687
1354,1354,19.74051
1355,1355,7.165823
1356,1356,13.447889
1357,1357,5.68699
1358,1358,11.12348
1359,1359,5.8687234
1360,1360,7.48585
1361,1361,190.93546
1362,1362,22.30988
1363,1363,173.97723
1364,1364,34.040604
1365,1365,91.74193
1366,1366,100.23811
1367,1367,15.623816
1368,1368,110.35792
1369,1369,7.9237213
1370,1370,94.053375
1371,1371,22.116634
1372,1372,63.27354
1373,1373,48.055653
1374,1374,54.82262
1375,1375,45.47462
1376,1376,30.805216
1377,1377,40.88524
1378,1378,21.967213
1379,1379,42.565403
1380,1380,20.958439
1381,1381,32.968388
1382,1382,23.577345
1383,1383,24.093493
1384,1384,19.288227
1385,1385,25.152863
1386,1386,25.924664
1387,1387,16.561918
1388,1388,29.092289
1389,1389,15.199744
1390,1390,28.020666
1391,1391,11.326742
1392,1392,31.264572
1393,1393,11.446155
1394,1394,29.634289
1395,1395,7.5443177
1396,1396,27.30843
1397,1397,6.876538
1398,1398,25.519209
1399,1399,4.610239
1400,1400,20.728828
1401,1401,82.39251
1402,1402,19.346294
1403,1403,68.461624
1404,1404,17.369083
1405,1405,46.256386
1406,1406,15.310009
1407,1407,33.17957
1408,1408,15.44276
1409,1409,24.815119
1410,1410,16.82319
1411,1411,18.15945
1412,1412,18.376785
1413,1413,14.47513
1414,1414,17.876644
1415,1415,13.745982
1416,1416,21.173458
1417,1417,9.403414
1418,1418,20.571533
1419,1419,8.974087
1420,1420,22.293077
1421,1421,6.5894885
